,prediction
3300029046_14,facultative
3300014936_8,facultative
3300029432_15,facultative
3300011189_28,facultative
3300008620_3,facultative
3300005101_4,facultative
3300026840_5,facultative
3300025707_32,facultative
3300025546_59,facultative
3300012624_2,facultative
3300029839_16,facultative
3300027607_45,facultative
3300020468_15,facultative
3300028571_40,facultative
3300025225_5,facultative
3300014208_162,facultative
3300029197_15,facultative
3300026204_16,facultative
3300025857_22,facultative
3300021843_66,facultative
3300011825_5,facultative
3300010282_20,facultative
3300029458_15,facultative
3300029404_16,facultative
2166559024_6,facultative
3300025691_41,facultative
3300025662_27,facultative
3300014791_7,facultative
3300027757_17,facultative
3300013123_122,facultative
3300008676_7,facultative
3300000161_4,facultative
3300027976_52,facultative
3300008520_37,facultative
3300027124_3,facultative
3300029391_18,facultative
3300007355_14,facultative
3300020055_40,facultative
3300029461_10,facultative
3300029825_32,facultative
3300028567_85,facultative
3300014588_1,facultative
3300021484_6,facultative
3300010160_36,facultative
3300012182_8,facultative
3300000497_1,facultative
3300021318_31,facultative
3300008688_35,facultative
3300029620_24,facultative
3300005289_27,facultative
3300026282_9,facultative
3300027337_4,facultative
3300007976_20,facultative
3300020307_16,facultative
3300009760_24,facultative
3300014791_12,facultative
3300025888_64,facultative
3300012998_7,facultative
3300014060_70,facultative
3300011744_3,facultative
3300029707_15,facultative
3300021091_56,facultative
3300021306_28,facultative
3300025477_9,facultative
3300020185_34,facultative
3300029125_13,facultative
3300028602_115,facultative
3300012940_34,facultative
3300020367_19,facultative
3300024276_7,facultative
3300029542_16,facultative
3300009503_260,facultative
3300011957_3,facultative
3300027906_10,facultative
3300009084_69,facultative
3300005289_11,facultative
3300027518_5,facultative
3300029712_39,facultative
3300007968_10,facultative
3300014725_1,facultative
3300020722_2,facultative
3300009709_41,facultative
3300014149_10,facultative
3300029027_9,facultative
3300027284_16,facultative
3300010280_17,facultative
3300029703_24,facultative
3300025529_7,facultative
3300023194_5,facultative
3300029381_33,anaerobe
3300010262_3,facultative
3300029745_26,facultative
3300029776_26,facultative
3300008346_18,facultative
3300020180_35,facultative
3300022936_8,facultative
3300025249_11,facultative
3300020391_23,facultative
3300029315_9,facultative
3300027606_33,facultative
3300026491_5,facultative
3300008733_15,facultative
3300005661_7,facultative
3300025782_4,facultative
3300005253_10,facultative
3300008682_17,facultative
3300027758_9,facultative
3300005326_86,facultative
3300029567_31,facultative
3300027606_21,facultative
3300029559_19,facultative
3300014158_15,facultative
3300029857_22,facultative
3300007524_6,facultative
3300025720_54,facultative
3300029742_23,facultative
2124908030_5,facultative
3300007722_23,facultative
3300021092_59,facultative
3300012659_6,facultative
3300029793_25,facultative
3300012060_3,facultative
3300020200_47,facultative
3300020381_26,facultative
3300025409_14,facultative
3300026290_4,facultative
3300014663_2,facultative
3300029849_6,facultative
3300027706_43,facultative
3300025105_46,facultative
3300025299_18,facultative
3300009769_9,facultative
3300020592_6,facultative
3300023084_34,facultative
3300014914_22,facultative
3300020144_3,facultative
3300008153_8,facultative
3300027756_37,facultative
3300027815_113,facultative
3300029712_31,facultative
3300027835_74,facultative
3300029641_3,facultative
3300008514_7,facultative
3300027792_1,facultative
3300029025_7,facultative
3300010283_25,facultative
3300025512_6,facultative
3300017452_44,facultative
3300025882_21,facultative
3300029232_13,facultative
3300001567_22,facultative
3300008150_15,facultative
3300027878_92,facultative
3300006328_13,facultative
3300024932_1,facultative
3300007648_14,facultative
3300025859_21,facultative
3300027949_2,facultative
3300020249_7,facultative
3300013123_93,facultative
3300006498_8,facultative
3300011713_6,facultative
3300011249_4,facultative
3300009769_26,facultative
3300027884_7,facultative
3300028631_23,facultative
3300027499_9,facultative
3300007320_30,facultative
3300010273_14,facultative
3300008636_4,facultative
3300027815_30,facultative
3300025748_42,facultative
3300026131_3,facultative
3300013137_172,facultative
3300012278_1,facultative
3300013131_97,facultative
3300017950_18,facultative
3300018476_16,facultative
3300013126_33,facultative
3300012182_7,facultative
3300005286_11,facultative
3300025665_33,facultative
3300007354_16,facultative
3300000367_15,facultative
3300013750_1,facultative
3300029137_15,facultative
3300024263_13,anaerobe
3300020393_4,facultative
3300025938_39,facultative
3300000200_4,facultative
3300000558_38,facultative
3300027697_17,facultative
3300027541_5,facultative
3300027581_16,facultative
3300017522_24,facultative
3300005460_67,facultative
3300027863_270,facultative
3300027784_87,facultative
3300010268_24,facultative
3300028969_10,facultative
3300002504_28,facultative
3300029555_15,facultative
3300005284_4,facultative
3300011514_1,facultative
3300010274_44,facultative
3300029898_12,facultative
3300018719_5,facultative
3300014886_25,facultative
3300000854_1,facultative
3300029653_2,facultative
3300025105_42,anaerobe
3300017990_15,facultative
3300028576_44,facultative
3300017969_77,facultative
3300025260_7,facultative
3300025286_9,facultative
3300029567_24,facultative
3300014519_2,facultative
3300000576_11,facultative
3300029020_8,facultative
3300025382_4,facultative
3300007519_26,facultative
3300025572_36,facultative
3300014941_5,facultative
3300026803_1,facultative
3300017423_29,facultative
3300018878_85,facultative
3300025861_62,facultative
3300005838_38,facultative
3300000062_31,facultative
3300006464_11,facultative
3300029386_17,facultative
3300020139_15,facultative
3300025534_18,facultative
3300008695_10,facultative
3300025909_74,facultative
3300027962_34,facultative
3300026119_15,facultative
3300014919_3,facultative
3300027749_25,facultative
3300010259_15,facultative
3300010281_21,facultative
3300007746_3,facultative
3300013665_3,facultative
3300018025_21,facultative
3300029435_17,facultative
3300029821_33,facultative
3300026264_4,facultative
3300027835_133,facultative
3300025168_16,facultative
3300025551_1,facultative
3300022838_6,facultative
3300010278_19,facultative
3300025161_72,facultative
3300025860_21,facultative
3300026041_12,facultative
3300010167_265,facultative
3300025161_39,facultative
3300005985_18,facultative
3300029089_8,facultative
3300006459_1,facultative
3300029310_33,anaerobe
3300022844_6,facultative
3300029905_17,facultative
3300025546_15,facultative
3300029441_14,facultative
3300008134_31,facultative
3300003139_2,facultative
3300011974_11,facultative
3300029304_9,facultative
3300029334_19,facultative
3300026516_23,facultative
3300025685_22,facultative
3300029438_15,facultative
3300029611_7,facultative
3300008143_16,facultative
3300006020_8,facultative
3300011678_4,facultative
3300000227_15,aerobe
3300025487_8,facultative
3300025459_8,facultative
3300022181_33,facultative
3300027847_48,facultative
3300012990_10,facultative
3300029241_22,facultative
3300029851_10,facultative
3300006522_21,facultative
3300025641_27,facultative
3300029394_16,facultative
3300026041_10,facultative
3300027907_20,facultative
3300012921_7,facultative
3300029675_17,facultative
3300029447_29,facultative
3300005043_11,facultative
3300008281_26,facultative
3300013126_29,facultative
3300026082_5,facultative
3300029815_26,facultative
3300013123_30,facultative
3300010428_21,facultative
3300012859_7,facultative
3300025919_57,facultative
3300011714_4,facultative
3300017991_42,anaerobe
3300017470_35,facultative
3300025815_4,facultative
3300008126_29,facultative
3300025218_7,facultative
3300010274_3,facultative
3300020432_13,facultative
3300012823_4,facultative
3300008640_16,facultative
3300029768_27,facultative
3300013213_1,facultative
3300008103_22,facultative
3300011970_7,facultative
3300027316_1,facultative
3300025938_10,facultative
3300029794_12,facultative
3300013133_34,facultative
3300025572_22,facultative
3300008360_3,facultative
3300027323_3,facultative
3300020423_86,facultative
3300026959_1,facultative
3300013570_1,facultative
3300007270_3,facultative
3300027917_86,facultative
3300006746_12,facultative
3300025385_7,facultative
3300006320_38,facultative
3300003317_2,facultative
3300029594_21,facultative
3300007776_5,facultative
3300014060_16,facultative
3300010375_55,facultative
3300007096_16,facultative
3300029399_6,facultative
3300029391_24,facultative
3300027820_11,facultative
3300014658_10,facultative
3300012590_1,facultative
3300012233_3,facultative
3300012825_8,facultative
3300014726_1,facultative
3300025605_55,facultative
3300026509_28,facultative
3300025629_52,facultative
3300029560_19,facultative
3300025577_9,facultative
3300012014_14,facultative
3300027778_11,facultative
3300022738_8,facultative
3300024501_8,facultative
3300029765_14,facultative
3300008091_8,facultative
3300025161_91,facultative
3300021093_48,facultative
3300027246_12,facultative
3300005805_29,facultative
3300018878_65,facultative
3300011508_3,facultative
3300025643_5,facultative
3300028603_49,facultative
3300026156_13,facultative
3300014161_14,facultative
3300029934_9,facultative
3300029441_31,facultative
3300029539_17,facultative
3300019487_26,facultative
3300027188_2,facultative
3300029725_13,facultative
3300025546_1,facultative
3300012025_3,facultative
3300007123_1,facultative
3300010341_14,facultative
3300025730_53,facultative
3300000568_21,facultative
3300008144_16,facultative
3300021499_11,facultative
3300027492_8,aerobe
2225789004_28,facultative
3300027819_61,facultative
3300006288_5,facultative
3300027742_39,anaerobe
3300020362_26,facultative
3300001419_20,facultative
3300020221_38,facultative
3300029421_7,facultative
3300011988_19,facultative
3300027317_10,facultative
3300020364_25,facultative
3300011165_5,facultative
3300025431_17,facultative
3300008522_11,facultative
3300007742_13,facultative
3300029080_9,facultative
3300020266_6,facultative
3300012856_12,facultative
3300027800_61,facultative
3300028568_36,facultative
3300017946_7,facultative
3300026258_7,facultative
3300020316_6,facultative
3300027793_13,facultative
3300014747_5,facultative
3300006456_12,facultative
3300013227_1,facultative
3300008620_4,facultative
3300021114_2,facultative
3300029851_29,facultative
3300026089_30,facultative
3300002098_4,facultative
3300011912_3,facultative
3300008273_23,facultative
3300027673_14,facultative
3300014287_5,facultative
3300020447_4,facultative
3300029735_24,facultative
3300029395_12,facultative
3300006525_11,facultative
3300014208_109,facultative
3300013753_15,facultative
3300011979_27,facultative
3300026961_7,facultative
3300017991_92,facultative
3300026509_12,facultative
3300008640_20,facultative
3300005278_17,facultative
3300029304_6,facultative
3300006438_1,facultative
3300024313_12,facultative
3300025682_33,facultative
3300029669_6,facultative
3300027900_90,facultative
3300027848_51,facultative
3300000354_5,facultative
3300025728_15,facultative
3300026180_14,aerobe
3300002063_5,facultative
3300008725_8,facultative
3300020331_4,facultative
3300026259_3,facultative
3300022888_20,facultative
3300018878_186,facultative
3300006320_27,facultative
3300029375_19,facultative
3300025847_18,facultative
3300017449_10,facultative
3300029893_24,facultative
3300025114_7,facultative
3300027302_6,facultative
3300011956_2,facultative
3300025775_31,facultative
3300027896_80,facultative
3300025589_34,facultative
3300008260_15,facultative
3300029036_13,facultative
3300018878_141,facultative
3300008125_32,facultative
3300025462_19,facultative
3300025517_7,facultative
3300020328_4,facultative
3300026302_13,facultative
3300028581_38,facultative
3300021400_92,facultative
3300014684_3,facultative
3300027828_61,facultative
3300029623_45,facultative
3300012533_47,facultative
3300029873_35,facultative
3300029684_24,facultative
3300025269_12,facultative
3300027571_14,facultative
3300022745_4,facultative
3300012856_10,facultative
3300027309_10,facultative
3300026035_27,facultative
3300013138_84,facultative
3300008621_11,facultative
3300029044_12,facultative
3300028191_7,facultative
3300007126_37,facultative
3300000181_2,facultative
3300027373_5,facultative
3300017788_114,facultative
3300029881_16,facultative
3300022861_4,facultative
3300029040_16,facultative
3300012841_5,facultative
3300008269_27,facultative
3300002164_63,facultative
3300025890_60,facultative
3300025094_8,facultative
3300014951_13,facultative
3300018012_7,facultative
3300014541_8,facultative
3300007357_7,facultative
3300029452_6,facultative
3300029099_18,facultative
3300006743_6,facultative
3300028654_9,facultative
3300028987_5,facultative
3300020340_12,facultative
3300009083_86,facultative
3300020200_51,facultative
3300008364_14,facultative
3300029740_19,facultative
3300028996_7,facultative
3300029228_16,facultative
3300012831_8,facultative
3300012007_10,facultative
3300029839_11,facultative
3300027084_4,facultative
3300025565_7,facultative
3300020347_3,facultative
3300000928_23,facultative
3300027976_89,facultative
3300005673_3,facultative
3300000928_24,facultative
3300026265_39,facultative
3300025877_6,facultative
3300027582_13,facultative
3300014530_12,facultative
3300011949_1,facultative
3300022829_2,facultative
3300028024_8,facultative
3300029741_23,facultative
3300013136_69,anaerobe
3300029605_20,facultative
3300025468_13,facultative
3300012843_8,facultative
3300025666_20,facultative
3300025737_52,facultative
3300025546_44,facultative
3300022936_7,facultative
3300013005_26,facultative
3300010285_19,facultative
3300028630_36,facultative
3300002508_4,facultative
3300025362_13,facultative
3300025924_24,facultative
3300010281_6,facultative
3300029717_37,facultative
3300029404_17,facultative
3300012983_20,facultative
3300027592_17,facultative
2189573022_9,facultative
3300007353_27,facultative
3300028601_25,facultative
3300012942_105,facultative
3300008496_26,facultative
3300012090_18,facultative
3300025894_56,facultative
3300029928_6,facultative
3300028963_5,facultative
3300008518_20,facultative
3300028283_13,facultative
3300025861_13,facultative
3300012830_1,facultative
3300027246_6,facultative
3300011985_3,facultative
2077657024_3,facultative
3300005294_14,facultative
3300029899_4,facultative
3300012799_2,facultative
3300025434_3,facultative
3300008711_1,facultative
3300027819_79,facultative
3300007296_28,facultative
3300029712_32,facultative
3300008101_39,facultative
3300029571_15,facultative
3300027515_16,facultative
3300025502_11,facultative
3300004085_7,facultative
3300025902_9,facultative
3300011728_1,facultative
3300014531_11,facultative
3300025295_8,facultative
3300018475_130,facultative
3300025224_7,facultative
3300025621_24,facultative
3300000496_3,facultative
3300028177_14,facultative
3300024320_3,facultative
3300007796_15,facultative
3300012844_5,facultative
3300029240_16,facultative
3300029647_10,facultative
3300024922_4,facultative
3300029380_31,facultative
3300026202_9,facultative
3300028048_109,facultative
3300007076_33,facultative
3300017697_8,facultative
3300029394_21,facultative
3300029361_16,facultative
3300007797_12,facultative
3300024043_8,facultative
3300029871_25,facultative
3300026906_8,facultative
3300008100_8,facultative
3300013182_4,facultative
3300010287_33,facultative
3300025410_2,facultative
3300027752_23,facultative
3300006056_44,facultative
3300025730_67,facultative
3300014803_14,facultative
3300027700_23,facultative
3300008585_13,facultative
3300007295_23,facultative
3300008328_14,facultative
3300008682_12,facultative
3300025180_2,facultative
3300005460_20,facultative
3300022143_3,facultative
3300029003_5,facultative
2199352035_9,facultative
3300023296_12,facultative
3300009503_128,anaerobe
3300012462_1,facultative
3300011013_40,facultative
3300029435_27,facultative
3300015214_50,facultative
3300011751_3,facultative
3300008060_7,facultative
3300005298_26,facultative
3300020320_10,facultative
3300012178_39,facultative
3300006226_87,facultative
3300022912_56,facultative
3300011215_8,facultative
3300025570_8,facultative
3300029127_17,facultative
3300027276_20,facultative
3300029493_24,facultative
3300021488_5,facultative
3300029712_15,anaerobe
3300008754_17,facultative
3300010158_40,facultative
3300026817_1,facultative
3300029238_18,facultative
3300025362_1,facultative
3300010268_22,facultative
3300008125_24,facultative
3300029388_16,facultative
3300023294_8,facultative
3300027084_2,facultative
3300029220_15,facultative
3300014565_20,facultative
3300027043_6,facultative
3300027706_47,facultative
3300021424_33,facultative
3300025736_12,facultative
3300016445_6,facultative
3300029102_9,facultative
3300015214_71,facultative
3300029117_10,facultative
3300020204_60,facultative
3300013493_4,facultative
3300008500_4,facultative
3300014786_16,facultative
3300029480_7,facultative
3300027832_52,facultative
3300019376_27,facultative
3300010153_12,facultative
3300014914_45,facultative
3300027863_118,facultative
3300029215_20,facultative
3300029852_22,facultative
3300027518_9,facultative
3300013344_2,facultative
3300014800_14,facultative
3300000254_7,facultative
3300028964_9,facultative
3300013502_20,facultative
3300017402_7,facultative
3300009156_43,facultative
3300029303_20,facultative
3300029714_31,anaerobe
3300021306_19,facultative
3300008270_4,facultative
3300027828_55,facultative
3300029506_5,facultative
3300012319_2,facultative
3300025682_54,facultative
3300025413_4,facultative
3300029204_23,facultative
3300007926_6,facultative
3300029893_7,facultative
3300025125_3,facultative
3300020361_39,facultative
3300001753_12,facultative
3300014203_33,facultative
3300007210_6,facultative
3300025605_49,anaerobe
3300008404_17,facultative
3300025553_13,facultative
3300029041_9,facultative
3300012956_71,facultative
3300025691_13,facultative
3300008299_11,facultative
3300025672_34,facultative
3300029131_8,facultative
3300012119_1,facultative
3300020450_36,facultative
3300027207_6,facultative
3300027864_27,facultative
3300014037_18,facultative
3300013138_49,anaerobe
3300025656_16,facultative
3300012833_1,facultative
3300008500_2,facultative
3300025685_52,facultative
3300029660_11,facultative
3300007979_26,facultative
3300007969_13,facultative
3300006000_4,facultative
3300029361_30,facultative
3300020327_9,facultative
3300001605_13,facultative
3300029706_23,facultative
3300012860_6,facultative
3300027396_1,facultative
3300025677_107,facultative
3300025425_8,facultative
3300025715_49,facultative
3300021341_14,facultative
3300029559_26,facultative
3300027784_40,facultative
3300029714_14,facultative
3300026479_8,facultative
3300007353_15,facultative
3300010343_17,facultative
3300014562_2,facultative
3300020474_16,facultative
3300017494_73,facultative
3300007943_1,facultative
3300008268_32,facultative
3300029456_10,facultative
3300029016_3,facultative
3300029210_9,facultative
3300013185_1,facultative
3300027983_77,facultative
3300008599_35,facultative
3300008304_7,facultative
3300029251_21,facultative
3300008515_39,facultative
3300025347_23,facultative
3300020178_29,facultative
3300013005_32,facultative
3300028581_60,facultative
3300025468_5,facultative
3300007145_1,facultative
3300029342_26,facultative
3300002164_29,facultative
3300012081_4,facultative
3300029051_8,facultative
3300008273_15,facultative
3300017463_8,facultative
3300020578_52,facultative
3300025179_6,facultative
3300026252_14,facultative
3300019289_1,facultative
3300011731_2,facultative
3300014791_8,facultative
3300029748_24,facultative
3300013175_2,facultative
3300014595_3,facultative
3300027858_37,facultative
3300013197_1,facultative
3300027980_49,facultative
3300027742_44,facultative
3300029814_13,facultative
3300007095_4,facultative
3300027279_20,facultative
3300027612_4,facultative
3300020109_72,facultative
3300027525_7,facultative
3300021389_36,facultative
3300007208_23,facultative
3300023049_19,facultative
3300011621_1,facultative
3300025725_15,facultative
3300025286_64,facultative
3300027885_33,facultative
3300021093_40,facultative
3300014026_26,facultative
3300020262_29,facultative
3300028175_9,facultative
3300028568_24,facultative
3300029856_26,facultative
3300029220_9,facultative
3300025961_48,facultative
3300009702_103,facultative
3300000517_5,facultative
3300027732_4,facultative
3300020222_39,facultative
3300012827_5,facultative
3300007724_38,facultative
3300002173_17,facultative
3300027835_132,facultative
3300025161_37,facultative
3300027697_4,facultative
3300027773_51,facultative
3300029756_24,facultative
3300009770_27,facultative
3300015214_92,facultative
3300020243_4,facultative
3300027244_12,facultative
3300002931_10,facultative
3300025529_13,facultative
3300010318_8,facultative
3300028044_33,facultative
3300008063_3,facultative
3300029081_2,facultative
3300007771_18,facultative
3300027756_10,facultative
3300018914_9,facultative
3300009702_181,facultative
3300013127_80,facultative
3300012919_26,facultative
3300020303_6,facultative
3300010428_35,facultative
3300000193_18,facultative
3300025858_60,facultative
3300024324_25,facultative
3300012940_25,facultative
3300026736_1,facultative
3300027191_5,facultative
3300020389_47,facultative
3300017513_38,facultative
3300013130_54,anaerobe
3300008412_26,facultative
3300021306_16,facultative
3300014204_126,facultative
3300026192_9,facultative
3300026188_11,facultative
3300014953_16,facultative
3300028638_22,facultative
3300011218_2,facultative
3300015063_2,facultative
3300024894_4,facultative
3300025226_7,facultative
3300018878_66,facultative
3300027276_37,facultative
3300011987_7,facultative
3300025631_42,facultative
3300029488_28,facultative
3300029771_14,facultative
3300027848_89,facultative
3300020186_54,facultative
3300005518_35,facultative
3300010375_40,facultative
3300014358_3,facultative
3300008335_3,facultative
3300029471_24,facultative
3300001567_31,facultative
3300017964_44,facultative
3300013749_16,facultative
3300008273_19,facultative
3300025096_3,facultative
3300000385_12,facultative
3300029292_20,facultative
3300026197_16,facultative
3300029388_22,facultative
3300008534_14,facultative
3300008518_10,facultative
3300007272_20,facultative
3300013286_22,facultative
3300007753_2,facultative
3300029189_3,facultative
3300027572_8,facultative
3300025255_8,facultative
3300026114_8,facultative
3300029552_3,facultative
3300025525_4,facultative
3300025138_10,facultative
3300012798_3,facultative
3300029012_6,facultative
3300018475_153,facultative
3300027536_14,facultative
3300027149_9,facultative
3300008636_6,facultative
3300029849_13,facultative
3300024261_40,facultative
2044078007_4,facultative
3300005460_56,facultative
3300007925_36,facultative
3300021341_20,facultative
3300025927_13,facultative
3300025251_3,facultative
3300013010_33,facultative
3300013442_1,facultative
3300029745_18,facultative
3300026291_14,facultative
3300029364_6,facultative
3300027823_50,facultative
3300026087_6,facultative
3300018040_17,facultative
3300010280_37,anaerobe
3300020180_36,facultative
3300029449_7,facultative
3300025934_11,facultative
3300025815_6,facultative
3300013131_87,facultative
3300029076_5,facultative
3300029738_20,facultative
3300002164_17,facultative
3300025828_14,facultative
3300009084_132,facultative
3300013014_48,aerobe
3300029340_18,facultative
3300025719_13,facultative
3300017490_3,facultative
3300001919_14,facultative
3300008639_51,facultative
3300027143_7,facultative
3300029359_14,facultative
3300025571_25,facultative
3300008281_15,facultative
3300023111_2,facultative
3300027649_26,facultative
3300027712_16,facultative
3300008275_6,facultative
3300014539_6,facultative
3300008585_11,facultative
3300011749_2,facultative
3300029590_23,facultative
3300027627_9,facultative
3300013771_23,facultative
3300014869_5,facultative
3300017992_23,facultative
3300010998_27,facultative
3300027832_39,facultative
3300013160_1,facultative
3300013732_2,facultative
3300029502_26,facultative
3300027316_3,facultative
3300008271_53,facultative
3300020263_2,facultative
3300007107_22,facultative
3300007994_13,facultative
3300020193_17,facultative
3300027509_7,facultative
3300022181_39,anaerobe
3300012011_10,facultative
3300006252_2,facultative
3300005669_1,facultative
3300010265_22,facultative
3300029762_8,facultative
3300007119_8,anaerobe
3300015360_49,facultative
3300027227_7,facultative
3300005043_7,facultative
3300029620_19,facultative
3300013151_1,facultative
3300027773_49,facultative
3300020265_8,facultative
3300025949_51,facultative
3300014947_10,facultative
3300026311_12,facultative
3300000563_39,facultative
3300007126_13,facultative
3300029381_47,facultative
3300029712_20,facultative
3300020603_72,aerobe
3300009779_61,facultative
3300005298_14,facultative
3300027869_22,facultative
3300026196_20,facultative
3300020415_14,facultative
3300011246_3,facultative
3300017429_5,facultative
3300025847_116,facultative
3300025080_4,facultative
3300029821_18,anaerobe
3300008505_5,facultative
3300007043_14,facultative
3300026510_15,anaerobe
3300006045_80,facultative
3300026293_5,facultative
3300029778_18,facultative
3300025710_4,facultative
3300025902_3,facultative
3300025897_30,facultative
3300014824_23,facultative
3300026200_28,facultative
3300029439_23,facultative
3300010270_64,facultative
3300015204_10,facultative
3300020055_23,facultative
3300020190_31,facultative
3300029737_27,facultative
3300007991_11,facultative
3300027607_54,facultative
3300027419_39,facultative
3300013122_18,facultative
3300007795_9,facultative
3300008746_15,facultative
3300013262_1,facultative
3300025762_61,facultative
3300020429_23,facultative
3300026257_15,facultative
3300006457_6,facultative
3300025812_12,facultative
3300013006_21,facultative
3300024977_8,facultative
3300026299_12,facultative
3300028553_23,facultative
3300025161_62,facultative
3300012954_21,facultative
3300029593_24,facultative
3300027048_4,facultative
3300027386_9,facultative
3300029792_4,facultative
3300020724_3,facultative
3300029374_24,facultative
3300027110_3,facultative
3300009704_73,facultative
3300005518_37,facultative
3300011551_2,facultative
3300020156_9,facultative
3300005270_4,facultative
3300029684_26,facultative
3300020197_74,facultative
3300018423_66,facultative
3300027844_32,facultative
3300025272_10,facultative
3300020457_7,facultative
3300021471_16,facultative
3300013130_122,facultative
3300020351_6,facultative
3300022661_73,facultative
3300028398_10,facultative
3300014165_9,facultative
3300021500_4,facultative
3300007222_14,facultative
3300020197_39,facultative
3300014798_9,facultative
3300025685_11,facultative
3300025597_18,anaerobe
3300014757_5,facultative
3300029215_12,facultative
3300025246_7,facultative
3300029092_10,facultative
3300029444_8,facultative
3300027863_100,facultative
3300029848_22,facultative
3300026095_31,facultative
3300014532_5,facultative
3300014620_1,facultative
3300008130_31,facultative
3300011616_1,facultative
3300029244_10,facultative
3300017522_38,facultative
3300014205_23,facultative
3300008083_16,facultative
3300028950_1,facultative
3300017960_28,facultative
3300008153_9,facultative
3300029731_7,facultative
3300029137_7,facultative
3300025261_9,facultative
3300026255_16,facultative
3300011978_19,facultative
3300007859_1,facultative
3300014518_3,facultative
3300029766_10,facultative
3300014149_20,facultative
3300026265_35,facultative
3300000150_9,facultative
3300009979_2,facultative
3300005289_19,facultative
3300007498_19,facultative
3300020680_2,facultative
3300027819_176,facultative
3300011701_8,facultative
3300010401_50,facultative
3300013130_23,facultative
3300026088_30,facultative
3300011211_3,facultative
3300027358_5,facultative
3300029463_11,facultative
3300027498_3,facultative
3300011944_2,facultative
3300025546_37,facultative
3300029711_30,facultative
3300008080_13,facultative
3300029633_6,facultative
3300012283_6,facultative
3300013010_11,facultative
3300027878_101,facultative
3300007220_27,facultative
3300006524_18,facultative
3300027885_37,facultative
3300025828_8,facultative
3300009702_36,facultative
3300020423_39,facultative
3300008334_5,facultative
3300006322_9,facultative
3300005858_13,facultative
3300025770_2,facultative
3300020361_8,facultative
3300027281_6,facultative
3300017532_34,facultative
3300012007_8,facultative
3300017400_29,facultative
3300007638_28,facultative
3300020054_41,facultative
3300008594_23,facultative
3300014686_2,anaerobe
3300002509_6,facultative
3300029045_9,facultative
3300029567_29,facultative
3300013125_129,facultative
3300029447_21,facultative
3300027863_373,facultative
3300014801_4,facultative
3300007316_19,facultative
3300029034_6,facultative
3300021112_1,facultative
3300024327_25,facultative
3300025737_34,facultative
3300000258_3,facultative
3300021089_27,facultative
3300012798_1,facultative
3300025261_8,facultative
3300020219_50,facultative
3300005460_50,facultative
3300010280_39,anaerobe
3300029231_22,facultative
3300001095_17,facultative
3300011889_7,facultative
3300025364_1,facultative
3300029320_9,facultative
3300027801_17,facultative
3300007669_8,facultative
3300029742_26,facultative
3300008481_30,facultative
3300029724_18,facultative
3300006000_5,facultative
3300008153_32,facultative
3300006462_11,facultative
3300008722_3,facultative
3300009767_5,facultative
3300014943_4,facultative
3300012588_1,facultative
3300007977_5,facultative
3300020195_54,facultative
3300012026_5,facultative
3300010282_53,facultative
3300007315_11,facultative
3300012111_10,facultative
3300014778_4,facultative
3300021127_6,facultative
3300006502_4,facultative
3300020277_14,facultative
3300011249_3,facultative
3300014521_2,facultative
3300029441_37,facultative
3300009773_83,facultative
3300029113_19,facultative
3300014546_14,facultative
3300028398_41,facultative
3300012138_4,facultative
3300024429_48,anaerobe
3300014645_1,facultative
3300026157_20,facultative
3300027976_100,facultative
3300007210_12,facultative
3300006328_6,facultative
3300017400_25,facultative
3300025982_1,facultative
3300029437_13,facultative
3300013005_15,facultative
3300029828_29,facultative
3300006294_9,facultative
3300009709_21,facultative
3300007299_5,facultative
3300015207_35,facultative
3300000188_6,facultative
3300020154_7,facultative
3300029608_9,facultative
3300028991_5,facultative
3300020074_78,aerobe
3300027933_14,facultative
3300025809_66,facultative
3300027815_125,facultative
3300027532_27,facultative
3300025503_15,facultative
3300008385_5,facultative
3300025418_8,facultative
3300029428_22,facultative
3300013723_1,facultative
3300025622_24,facultative
3300026660_2,facultative
3300028972_4,facultative
3300029844_18,facultative
3300012639_2,facultative
3300029549_32,facultative
3300013004_53,facultative
3300027123_5,facultative
3300020603_40,facultative
3300015199_6,facultative
3300011477_2,facultative
3300025471_11,facultative
3300011824_5,facultative
3300027784_38,facultative
3300021326_8,facultative
3300008575_10,facultative
3300013915_1,facultative
3300020222_68,facultative
3300027859_3,facultative
3300025705_30,facultative
3300006045_73,anaerobe
3300012983_37,facultative
3300029839_10,facultative
3300006476_10,facultative
3300029446_9,facultative
3300002091_6,facultative
3300008130_7,facultative
3300029084_3,facultative
3300014551_11,facultative
3300027786_11,facultative
3300012826_2,facultative
3300029230_13,facultative
3300022227_66,facultative
3300010162_92,facultative
3300025949_25,facultative
3300025913_95,facultative
3300027328_16,facultative
3300007517_34,facultative
3300011735_2,facultative
3300008547_23,facultative
3300027902_36,facultative
3300011921_5,facultative
3300020470_8,facultative
3300008617_5,facultative
3300025680_21,facultative
3300011996_4,facultative
3300012182_18,facultative
3300025286_11,facultative
3300029386_24,facultative
3300026967_7,facultative
3300017522_7,facultative
3300029396_6,facultative
3300020196_64,facultative
3300027391_9,facultative
3300006292_9,facultative
3300013166_1,facultative
3300021467_15,anaerobe
3300017426_27,aerobe
3300000257_4,facultative
3300022928_27,aerobe
3300026195_20,facultative
3300029790_29,facultative
3300027760_42,facultative
3300027847_33,facultative
3300029767_11,facultative
3300020139_17,facultative
3300008326_21,facultative
3300029432_33,facultative
3300020733_9,facultative
